STN_NUMBER,LONGITUDE,LATITUDE,FC,LANE,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
541,-85.09257,35.055198,6,0,8952.0,748.0,3460.0,137.0,3129.0,169.0,725.0,461.0,32.0,39.0,29388.0,3086.0,985.0,380.0,1481.0,200.0,1683.0,441.0,1412.0,373.0,179.0,138.0,2114.0,1027.0,69.0,101.0,800.0,214.0,429.0,165.0,43.0,51.0,372.0,151.0,1207.0,156.0,9.5,5.7,0.8,1.0,29388.0,3086.0,14.8,5.0,16.5,2.8,18.8,4.7,18.2,4.4,5.7,4.4,23.6,11.3,0.8,1.2,23.1,6.1,12.4,4.8,1.4,1.7,11.9,4.7,13.5,1.3,0.2649,0.0162,0.3059,0.5442,1.1312,0.2295,0.5003,0.2468,0.6281,0.3169,1.6921,0.2813,0.6285,0.6278,1.2563,0.6763,0.9022,0.6728,0.4862,0.8508,0.9562,3.8682,0.9864,7.9478,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,925.0,441.0,11.9,5.2,11126.0
542,-85.1336,35.060415,3,0,5894.0,663.0,3084.0,113.0,2831.0,178.0,897.0,382.0,33.0,46.0,28769.0,4595.0,525.0,196.0,1466.0,237.0,874.0,412.0,1084.0,377.0,227.0,129.0,2646.0,881.0,78.0,101.0,724.0,213.0,102.0,103.0,34.0,34.0,189.0,111.0,112.0,78.0,15.3,6.2,1.1,1.6,28769.0,4595.0,11.1,4.1,24.9,4.1,14.8,6.8,18.5,5.8,8.0,4.5,44.9,14.1,1.4,1.9,23.5,6.9,3.3,3.3,1.2,1.2,6.7,3.9,1.9,1.3,0.4858,0.0243,0.3228,0.3877,1.2206,0.2573,0.9474,0.0769,0.6471,0.5064,2.1778,0.6119,0.7856,0.7276,1.5132,0.8173,0.9056,0.4539,0.4511,0.6861,0.7687,3.2654,0.8658,8.177,0.6651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,431.0,233.0,7.4,3.7,13348.0
543,-85.146,35.052495,7,0,5894.0,663.0,3084.0,113.0,2831.0,178.0,897.0,382.0,33.0,46.0,28769.0,4595.0,525.0,196.0,1466.0,237.0,874.0,412.0,1084.0,377.0,227.0,129.0,2646.0,881.0,78.0,101.0,724.0,213.0,102.0,103.0,34.0,34.0,189.0,111.0,112.0,78.0,15.3,6.2,1.1,1.6,28769.0,4595.0,11.1,4.1,24.9,4.1,14.8,6.8,18.5,5.8,8.0,4.5,44.9,14.1,1.4,1.9,23.5,6.9,3.3,3.3,1.2,1.2,6.7,3.9,1.9,1.3,0.4858,0.0243,0.3228,0.3877,1.2206,0.2573,0.9474,0.0769,0.6471,0.5064,2.1778,0.6119,0.7856,0.7276,1.5132,0.8173,0.9056,0.4539,0.4511,0.6861,0.7687,3.2654,0.8658,8.177,0.6651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,431.0,233.0,7.4,3.7,13348.0
544,-85.152759,35.035252,3,0,7929.0,772.0,3283.0,159.0,2975.0,207.0,846.0,441.0,271.0,132.0,35438.0,3163.0,683.0,279.0,1388.0,234.0,1385.0,273.0,699.0,218.0,211.0,113.0,2815.0,1017.0,296.0,140.0,785.0,216.0,103.0,106.0,64.0,64.0,115.0,79.0,99.0,38.0,10.8,5.6,5.9,3.0,35438.0,3163.0,11.0,4.1,17.5,2.8,17.5,3.0,8.9,2.7,7.1,3.8,35.5,12.4,3.9,1.8,23.9,6.5,3.1,3.2,2.2,2.2,3.9,2.6,1.2,0.5,0.3245,0.5355,0.1708,0.3857,1.4165,0.3143,0.5705,0.1666,0.1271,0.4329,1.2971,0.1102,0.7323,0.8935,1.6258,0.8732,0.909,0.4485,0.6352,0.4522,0.7188,3.1637,0.8339,7.5031,0.5516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,569.0,297.0,7.3,3.5,9443.0
545,-85.150726,35.024395,4,0,7929.0,772.0,3283.0,159.0,2975.0,207.0,846.0,441.0,271.0,132.0,35438.0,3163.0,683.0,279.0,1388.0,234.0,1385.0,273.0,699.0,218.0,211.0,113.0,2815.0,1017.0,296.0,140.0,785.0,216.0,103.0,106.0,64.0,64.0,115.0,79.0,99.0,38.0,10.8,5.6,5.9,3.0,35438.0,3163.0,11.0,4.1,17.5,2.8,17.5,3.0,8.9,2.7,7.1,3.8,35.5,12.4,3.9,1.8,23.9,6.5,3.1,3.2,2.2,2.2,3.9,2.6,1.2,0.5,0.3245,0.5355,0.1708,0.3857,1.4165,0.3143,0.5705,0.1666,0.1271,0.4329,1.2971,0.1102,0.7323,0.8935,1.6258,0.8732,0.909,0.4485,0.6352,0.4522,0.7188,3.1637,0.8339,7.5031,0.5516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,569.0,297.0,7.3,3.5,9443.0
546,-85.170585,35.025794,5,0,4326.0,355.0,1899.0,62.0,1775.0,100.0,233.0,136.0,105.0,91.0,30067.0,3085.0,279.0,156.0,720.0,131.0,834.0,179.0,501.0,133.0,60.0,55.0,1130.0,500.0,110.0,88.0,360.0,124.0,11.0,18.0,24.0,39.0,26.0,24.0,0.0,12.0,5.4,3.1,4.6,3.9,30067.0,3085.0,8.8,4.7,16.6,3.6,19.3,3.8,11.8,3.1,3.4,3.1,26.1,11.4,2.8,2.2,19.0,6.5,0.6,0.9,1.4,2.2,1.5,1.4,0.0,0.3,0.1192,0.3915,0.2856,0.2819,1.0782,0.2125,0.5071,0.2738,0.2468,0.12,1.1477,0.0703,0.6541,0.8503,1.5044,0.8092,0.8699,0.2683,0.4862,0.1607,0.0,1.7851,0.278,5.5154,0.2303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,286.0,10.0,6.5,8133.0
547,-85.187192,35.034348,5,0,3708.0,453.0,1960.0,65.0,1692.0,115.0,254.0,136.0,71.0,70.0,30173.0,4099.0,204.0,116.0,547.0,129.0,673.0,254.0,729.0,258.0,163.0,91.0,1534.0,523.0,40.0,66.0,440.0,144.0,44.0,41.0,0.0,17.0,147.0,69.0,45.0,37.0,6.9,3.8,3.3,3.2,30173.0,4099.0,7.5,4.3,14.8,4.2,18.1,6.5,19.9,6.8,9.6,5.4,41.4,13.2,1.1,1.9,22.4,7.4,2.2,2.1,0.0,1.0,8.7,4.0,1.2,1.0,0.166,0.2515,0.2809,0.232,0.9304,0.1752,0.3924,0.1955,0.7316,0.6271,1.9466,0.4348,0.768,0.6757,1.4437,0.7755,0.9002,0.4112,0.0,0.7695,0.7188,2.7997,0.7125,7.1204,0.4864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,570.0,233.0,15.5,5.8,9078.0
548,-85.187847,35.023313,5,0,3935.0,476.0,2408.0,102.0,1965.0,214.0,950.0,396.0,58.0,48.0,25757.0,4152.0,221.0,114.0,353.0,83.0,801.0,272.0,579.0,152.0,255.0,157.0,1603.0,614.0,188.0,130.0,684.0,222.0,100.0,59.0,0.0,17.0,85.0,72.0,23.0,11.0,24.2,8.8,2.7,2.2,25757.0,4152.0,7.8,4.1,9.0,2.4,20.4,6.5,14.7,4.3,13.0,7.9,40.7,14.8,4.9,3.4,28.4,9.2,4.2,2.5,0.0,0.9,4.3,3.6,0.6,0.3,0.773,0.1623,0.4483,0.2454,1.629,0.3747,0.1254,0.3722,0.4084,0.7916,1.6976,0.2874,0.7667,0.9231,1.6898,0.9029,0.9299,0.4783,0.0,0.4936,0.6473,2.5491,0.6197,7.5655,0.5652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,434.0,222.0,11.0,5.3,7364.0
549,-85.201081,35.017783,4,0,3935.0,476.0,2408.0,102.0,1965.0,214.0,950.0,396.0,58.0,48.0,25757.0,4152.0,221.0,114.0,353.0,83.0,801.0,272.0,579.0,152.0,255.0,157.0,1603.0,614.0,188.0,130.0,684.0,222.0,100.0,59.0,0.0,17.0,85.0,72.0,23.0,11.0,24.2,8.8,2.7,2.2,25757.0,4152.0,7.8,4.1,9.0,2.4,20.4,6.5,14.7,4.3,13.0,7.9,40.7,14.8,4.9,3.4,28.4,9.2,4.2,2.5,0.0,0.9,4.3,3.6,0.6,0.3,0.773,0.1623,0.4483,0.2454,1.629,0.3747,0.1254,0.3722,0.4084,0.7916,1.6976,0.2874,0.7667,0.9231,1.6898,0.9029,0.9299,0.4783,0.0,0.4936,0.6473,2.5491,0.6197,7.5655,0.5652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,434.0,222.0,11.0,5.3,7364.0
550,-85.229361,35.010962,4,0,3704.0,351.0,1936.0,77.0,1636.0,115.0,391.0,164.0,82.0,45.0,33043.0,4067.0,199.0,105.0,626.0,116.0,696.0,169.0,560.0,144.0,103.0,63.0,1058.0,438.0,27.0,63.0,46.0,30.0,0.0,12.0,0.0,17.0,164.0,75.0,49.0,38.0,10.6,4.5,3.8,2.1,33043.0,4067.0,7.2,3.5,16.9,2.6,18.8,4.2,15.1,3.8,6.3,3.8,28.6,11.5,0.8,1.8,2.4,1.6,0.0,1.8,0.0,1.0,10.0,4.5,1.3,1.0,0.315,0.313,0.2134,0.2198,1.0612,0.2057,0.53,0.2468,0.4314,0.3702,1.5784,0.2191,0.6797,0.6278,1.3075,0.6972,0.5185,0.0,0.0,0.8047,0.7256,2.0488,0.398,5.9959,0.2982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,160.0,9.6,4.3,2370.0
551,-85.242039,35.052003,5,0,3090.0,533.0,1488.0,71.0,1264.0,121.0,321.0,202.0,99.0,59.0,30559.0,8957.0,392.0,136.0,616.0,81.0,445.0,271.0,477.0,146.0,55.0,53.0,2616.0,552.0,0.0,48.0,28.0,45.0,0.0,12.0,0.0,17.0,79.0,54.0,52.0,38.0,10.4,6.2,6.2,3.8,30559.0,8957.0,15.9,5.3,19.9,4.2,14.4,8.4,15.4,5.2,4.4,4.2,84.7,10.3,0.0,1.6,1.9,3.1,0.0,2.3,0.0,1.3,6.3,4.3,1.7,1.2,0.3069,0.5727,0.2681,0.6015,1.7492,0.4141,0.7289,0.0674,0.4557,0.205,1.457,0.1677,0.9171,0.0,0.9171,0.4781,0.4801,0.0,0.0,0.659,0.7586,1.8977,0.3268,6.021,0.3043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,453.0,191.0,14.7,6.1,1218.0
552,-85.252202,35.074731,7,0,4999.0,508.0,2171.0,85.0,1868.0,123.0,1367.0,416.0,280.0,143.0,18722.0,2188.0,597.0,198.0,708.0,108.0,1211.0,379.0,977.0,221.0,286.0,104.0,3321.0,581.0,6.0,47.0,61.0,43.0,119.0,55.0,38.0,43.0,273.0,93.0,5.0,5.0,27.3,6.8,12.6,6.0,18722.0,2188.0,17.0,4.9,14.2,2.3,24.2,7.2,19.5,4.6,15.3,5.5,66.4,9.5,0.1,1.0,2.8,2.0,5.5,2.5,2.0,2.3,14.6,4.9,0.1,0.1,0.8266,0.9026,0.8352,0.6575,3.2219,0.8744,0.3621,0.6864,0.7093,0.8537,2.6115,0.8607,0.8766,0.3425,1.2191,0.6581,0.5408,0.5298,0.5974,0.8922,0.5111,3.0713,0.8095,10.1238,0.9096,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,484.0,181.0,9.7,3.4,10486.0
553,-85.261947,35.069164,5,0,4999.0,508.0,2171.0,85.0,1868.0,123.0,1367.0,416.0,280.0,143.0,18722.0,2188.0,597.0,198.0,708.0,108.0,1211.0,379.0,977.0,221.0,286.0,104.0,3321.0,581.0,6.0,47.0,61.0,43.0,119.0,55.0,38.0,43.0,273.0,93.0,5.0,5.0,27.3,6.8,12.6,6.0,18722.0,2188.0,17.0,4.9,14.2,2.3,24.2,7.2,19.5,4.6,15.3,5.5,66.4,9.5,0.1,1.0,2.8,2.0,5.5,2.5,2.0,2.3,14.6,4.9,0.1,0.1,0.8266,0.9026,0.8352,0.6575,3.2219,0.8744,0.3621,0.6864,0.7093,0.8537,2.6115,0.8607,0.8766,0.3425,1.2191,0.6581,0.5408,0.5298,0.5974,0.8922,0.5111,3.0713,0.8095,10.1238,0.9096,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,484.0,181.0,9.7,3.4,10486.0
554,-85.271394,35.042076,4,0,3760.0,566.0,1614.0,74.0,1370.0,120.0,1171.0,492.0,392.0,229.0,12976.0,2078.0,700.0,217.0,584.0,128.0,816.0,262.0,894.0,265.0,281.0,106.0,3509.0,577.0,0.0,48.0,48.0,54.0,7.0,12.0,0.0,17.0,373.0,126.0,86.0,81.0,31.9,11.2,23.4,11.1,12976.0,2078.0,26.5,6.7,15.5,3.8,21.7,6.2,24.2,6.4,20.5,7.6,93.3,6.2,0.0,1.4,3.0,3.4,0.4,0.8,0.0,1.2,27.2,8.9,2.3,2.1,0.8814,0.9932,0.9615,0.94,3.7761,0.9769,0.4262,0.4713,0.8999,0.9393,2.7367,0.9094,0.9481,0.0,0.9481,0.499,0.5482,0.2331,0.0,0.9688,0.7923,2.5424,0.6142,10.0033,0.8947,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,403.0,198.0,10.9,4.6,13530.0
555,-85.272578,35.033431,4,0,1824.0,255.0,900.0,55.0,756.0,73.0,834.0,267.0,106.0,53.0,17291.0,3442.0,274.0,91.0,143.0,32.0,498.0,157.0,298.0,80.0,58.0,34.0,1260.0,321.0,103.0,77.0,5.0,14.0,0.0,12.0,35.0,32.0,111.0,48.0,27.0,11.0,46.1,10.2,12.2,5.8,17291.0,3442.0,22.3,7.2,7.8,2.2,27.3,7.7,16.5,3.8,7.7,4.5,69.1,14.7,6.1,4.6,0.6,1.6,0.0,3.8,4.6,4.2,14.7,6.2,1.5,0.6,0.9675,0.8959,0.8791,0.851,3.5935,0.9511,0.0904,0.8449,0.5213,0.4835,1.9401,0.4293,0.8827,0.9454,1.8281,0.967,0.3479,0.0,0.884,0.8942,0.7438,2.8699,0.7349,10.2316,0.9164,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,266.0,103.0,14.7,4.7,2993.0
556,-85.264502,35.032111,4,0,1824.0,255.0,900.0,55.0,756.0,73.0,834.0,267.0,106.0,53.0,17291.0,3442.0,274.0,91.0,143.0,32.0,498.0,157.0,298.0,80.0,58.0,34.0,1260.0,321.0,103.0,77.0,5.0,14.0,0.0,12.0,35.0,32.0,111.0,48.0,27.0,11.0,46.1,10.2,12.2,5.8,17291.0,3442.0,22.3,7.2,7.8,2.2,27.3,7.7,16.5,3.8,7.7,4.5,69.1,14.7,6.1,4.6,0.6,1.6,0.0,3.8,4.6,4.2,14.7,6.2,1.5,0.6,0.9675,0.8959,0.8791,0.851,3.5935,0.9511,0.0904,0.8449,0.5213,0.4835,1.9401,0.4293,0.8827,0.9454,1.8281,0.967,0.3479,0.0,0.884,0.8942,0.7438,2.8699,0.7349,10.2316,0.9164,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,266.0,103.0,14.7,4.7,2993.0
557,-85.266224,35.029765,5,0,1824.0,255.0,900.0,55.0,756.0,73.0,834.0,267.0,106.0,53.0,17291.0,3442.0,274.0,91.0,143.0,32.0,498.0,157.0,298.0,80.0,58.0,34.0,1260.0,321.0,103.0,77.0,5.0,14.0,0.0,12.0,35.0,32.0,111.0,48.0,27.0,11.0,46.1,10.2,12.2,5.8,17291.0,3442.0,22.3,7.2,7.8,2.2,27.3,7.7,16.5,3.8,7.7,4.5,69.1,14.7,6.1,4.6,0.6,1.6,0.0,3.8,4.6,4.2,14.7,6.2,1.5,0.6,0.9675,0.8959,0.8791,0.851,3.5935,0.9511,0.0904,0.8449,0.5213,0.4835,1.9401,0.4293,0.8827,0.9454,1.8281,0.967,0.3479,0.0,0.884,0.8942,0.7438,2.8699,0.7349,10.2316,0.9164,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,266.0,103.0,14.7,4.7,2993.0
558,-85.268332,35.021805,5,0,1824.0,255.0,900.0,55.0,756.0,73.0,834.0,267.0,106.0,53.0,17291.0,3442.0,274.0,91.0,143.0,32.0,498.0,157.0,298.0,80.0,58.0,34.0,1260.0,321.0,103.0,77.0,5.0,14.0,0.0,12.0,35.0,32.0,111.0,48.0,27.0,11.0,46.1,10.2,12.2,5.8,17291.0,3442.0,22.3,7.2,7.8,2.2,27.3,7.7,16.5,3.8,7.7,4.5,69.1,14.7,6.1,4.6,0.6,1.6,0.0,3.8,4.6,4.2,14.7,6.2,1.5,0.6,0.9675,0.8959,0.8791,0.851,3.5935,0.9511,0.0904,0.8449,0.5213,0.4835,1.9401,0.4293,0.8827,0.9454,1.8281,0.967,0.3479,0.0,0.884,0.8942,0.7438,2.8699,0.7349,10.2316,0.9164,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,266.0,103.0,14.7,4.7,2993.0
559,-85.274123,35.008205,5,0,4957.0,720.0,2204.0,99.0,1835.0,168.0,2053.0,680.0,364.0,133.0,19394.0,5855.0,888.0,215.0,436.0,131.0,1585.0,527.0,701.0,179.0,285.0,101.0,3305.0,786.0,113.0,89.0,290.0,112.0,0.0,12.0,174.0,105.0,464.0,144.0,5.0,13.0,41.5,9.7,16.7,5.5,19394.0,5855.0,32.3,6.6,8.8,3.2,32.0,9.6,14.2,3.9,15.5,5.4,66.7,12.6,2.5,2.0,13.2,5.1,0.0,1.6,9.5,5.7,25.3,6.7,0.1,0.3,0.9505,0.9567,0.8069,0.9831,3.6972,0.9661,0.12,0.9589,0.3834,0.8618,2.3241,0.6998,0.8773,0.8334,1.7107,0.9096,0.8071,0.0,0.9906,0.9634,0.5111,3.2722,0.8685,11.0042,0.9681,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,833.0,232.0,16.8,4.1,5529.0
560,-85.27304,34.985173,4,0,5940.0,541.0,2882.0,152.0,2647.0,204.0,603.0,238.0,133.0,96.0,26059.0,2271.0,636.0,246.0,1139.0,133.0,845.0,214.0,870.0,218.0,121.0,79.0,1562.0,717.0,189.0,160.0,171.0,126.0,22.0,26.0,9.0,22.0,82.0,65.0,0.0,17.0,10.3,4.0,3.8,2.7,26059.0,2271.0,14.5,5.2,19.2,2.4,14.2,3.4,14.6,3.4,4.6,3.0,26.3,11.8,3.3,2.8,5.9,4.4,0.8,0.9,0.3,0.9,3.1,2.4,0.0,0.3,0.3015,0.313,0.4308,0.5307,1.576,0.3605,0.6817,0.0641,0.4016,0.2212,1.3686,0.1379,0.6561,0.8692,1.5253,0.8206,0.6548,0.2995,0.2239,0.3607,0.0,1.5389,0.2081,6.0088,0.3016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,211.0,11.8,3.5,5147.0
561,-85.285349,35.012168,5,0,4957.0,720.0,2204.0,99.0,1835.0,168.0,2053.0,680.0,364.0,133.0,19394.0,5855.0,888.0,215.0,436.0,131.0,1585.0,527.0,701.0,179.0,285.0,101.0,3305.0,786.0,113.0,89.0,290.0,112.0,0.0,12.0,174.0,105.0,464.0,144.0,5.0,13.0,41.5,9.7,16.7,5.5,19394.0,5855.0,32.3,6.6,8.8,3.2,32.0,9.6,14.2,3.9,15.5,5.4,66.7,12.6,2.5,2.0,13.2,5.1,0.0,1.6,9.5,5.7,25.3,6.7,0.1,0.3,0.9505,0.9567,0.8069,0.9831,3.6972,0.9661,0.12,0.9589,0.3834,0.8618,2.3241,0.6998,0.8773,0.8334,1.7107,0.9096,0.8071,0.0,0.9906,0.9634,0.5111,3.2722,0.8685,11.0042,0.9681,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,833.0,232.0,16.8,4.1,5529.0
562,-85.291837,35.01106,5,0,4957.0,720.0,2204.0,99.0,1835.0,168.0,2053.0,680.0,364.0,133.0,19394.0,5855.0,888.0,215.0,436.0,131.0,1585.0,527.0,701.0,179.0,285.0,101.0,3305.0,786.0,113.0,89.0,290.0,112.0,0.0,12.0,174.0,105.0,464.0,144.0,5.0,13.0,41.5,9.7,16.7,5.5,19394.0,5855.0,32.3,6.6,8.8,3.2,32.0,9.6,14.2,3.9,15.5,5.4,66.7,12.6,2.5,2.0,13.2,5.1,0.0,1.6,9.5,5.7,25.3,6.7,0.1,0.3,0.9505,0.9567,0.8069,0.9831,3.6972,0.9661,0.12,0.9589,0.3834,0.8618,2.3241,0.6998,0.8773,0.8334,1.7107,0.9096,0.8071,0.0,0.9906,0.9634,0.5111,3.2722,0.8685,11.0042,0.9681,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,833.0,232.0,16.8,4.1,5529.0
563,-85.293959,35.02152,7,0,2228.0,385.0,979.0,65.0,792.0,85.0,880.0,306.0,72.0,45.0,16043.0,3981.0,412.0,153.0,311.0,85.0,558.0,215.0,552.0,177.0,52.0,42.0,1712.0,419.0,232.0,161.0,62.0,44.0,0.0,12.0,0.0,17.0,118.0,62.0,58.0,66.0,40.0,10.8,7.9,4.7,16043.0,3981.0,27.6,8.9,14.0,4.3,25.0,8.6,24.8,7.7,6.6,5.3,76.8,13.3,11.3,7.6,6.3,4.6,0.0,3.5,0.0,2.1,14.9,7.3,2.6,2.9,0.9424,0.716,0.9102,0.9514,3.52,0.9375,0.3527,0.7384,0.9189,0.3931,2.4031,0.7546,0.9029,0.9798,1.8827,0.9906,0.6743,0.0,0.0,0.8983,0.8112,2.3838,0.5397,10.1896,0.913,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,577.0,216.0,25.9,7.0,3768.0
564,-85.319649,35.008864,7,0,3792.0,595.0,1958.0,99.0,1593.0,154.0,1729.0,549.0,409.0,176.0,17951.0,6031.0,614.0,198.0,434.0,92.0,1178.0,371.0,903.0,209.0,386.0,122.0,3443.0,644.0,0.0,48.0,199.0,101.0,22.0,32.0,54.0,53.0,440.0,141.0,58.0,26.0,46.0,10.4,22.2,8.5,17951.0,6031.0,25.8,7.6,11.4,2.8,31.1,8.5,23.8,4.7,24.2,7.3,90.8,9.3,0.0,1.4,10.2,5.1,1.1,1.7,3.4,3.3,27.6,8.5,1.5,0.6,0.9661,0.9865,0.8602,0.9285,3.7413,0.9742,0.2252,0.9514,0.8864,0.9697,3.0327,0.9804,0.9339,0.0,0.9339,0.4909,0.7586,0.3232,0.7964,0.9708,0.7438,3.5928,0.9444,11.3007,0.9817,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,538.0,188.0,14.2,4.3,5799.0
565,-85.320734,35.003156,7,0,3792.0,595.0,1958.0,99.0,1593.0,154.0,1729.0,549.0,409.0,176.0,17951.0,6031.0,614.0,198.0,434.0,92.0,1178.0,371.0,903.0,209.0,386.0,122.0,3443.0,644.0,0.0,48.0,199.0,101.0,22.0,32.0,54.0,53.0,440.0,141.0,58.0,26.0,46.0,10.4,22.2,8.5,17951.0,6031.0,25.8,7.6,11.4,2.8,31.1,8.5,23.8,4.7,24.2,7.3,90.8,9.3,0.0,1.4,10.2,5.1,1.1,1.7,3.4,3.3,27.6,8.5,1.5,0.6,0.9661,0.9865,0.8602,0.9285,3.7413,0.9742,0.2252,0.9514,0.8864,0.9697,3.0327,0.9804,0.9339,0.0,0.9339,0.4909,0.7586,0.3232,0.7964,0.9708,0.7438,3.5928,0.9444,11.3007,0.9817,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,538.0,188.0,14.2,4.3,5799.0
