STN_NUMBER,LONGITUDE,LATITUDE,FC,LANE,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
344,-85.055747,35.427059,6,0,4355.0,437.0,1906.0,83.0,1670.0,130.0,561.0,279.0,170.0,76.0,29006.0,3472.0,456.0,190.0,941.0,129.0,829.0,205.0,586.0,172.0,82.0,60.0,60.0,615.0,0.0,48.0,0.0,17.0,480.0,126.0,0.0,17.0,88.0,48.0,0.0,12.0,12.9,6.2,8.2,3.5,29006.0,3472.0,14.3,5.8,21.6,3.0,19.0,4.3,13.5,3.8,4.9,3.6,1.4,14.1,0.0,1.1,0.0,0.9,25.2,6.6,0.0,1.0,5.3,2.8,0.0,0.3,0.4072,0.737,0.316,0.5192,1.9794,0.4936,0.8307,0.2569,0.3462,0.2475,1.6813,0.2765,0.0216,0.0,0.0216,0.0155,0.0,0.8889,0.0,0.5844,0.0,1.4733,0.1925,5.1556,0.1807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,208.0,10.6,4.9,2452.0
345,-85.112629,35.350355,6,0,4355.0,437.0,1906.0,83.0,1670.0,130.0,561.0,279.0,170.0,76.0,29006.0,3472.0,456.0,190.0,941.0,129.0,829.0,205.0,586.0,172.0,82.0,60.0,60.0,615.0,0.0,48.0,0.0,17.0,480.0,126.0,0.0,17.0,88.0,48.0,0.0,12.0,12.9,6.2,8.2,3.5,29006.0,3472.0,14.3,5.8,21.6,3.0,19.0,4.3,13.5,3.8,4.9,3.6,1.4,14.1,0.0,1.1,0.0,0.9,25.2,6.6,0.0,1.0,5.3,2.8,0.0,0.3,0.4072,0.737,0.316,0.5192,1.9794,0.4936,0.8307,0.2569,0.3462,0.2475,1.6813,0.2765,0.0216,0.0,0.0216,0.0155,0.0,0.8889,0.0,0.5844,0.0,1.4733,0.1925,5.1556,0.1807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,208.0,10.6,4.9,2452.0
346,-85.019235,35.268124,6,0,4021.0,352.0,1723.0,61.0,1499.0,101.0,369.0,173.0,73.0,50.0,29352.0,3690.0,496.0,135.0,754.0,96.0,767.0,191.0,715.0,174.0,140.0,71.0,337.0,479.0,8.0,48.0,9.0,19.0,324.0,100.0,17.0,20.0,23.0,22.0,59.0,25.0,9.3,4.2,3.9,2.5,29352.0,3690.0,16.4,4.2,18.8,2.7,19.1,4.4,18.0,4.2,9.3,4.7,8.4,11.9,0.2,1.2,0.5,1.1,18.8,5.7,1.1,1.4,1.5,1.4,1.5,0.6,0.2554,0.3212,0.3065,0.6244,1.5075,0.3435,0.6561,0.261,0.6173,0.6049,2.1393,0.5761,0.3028,0.3749,0.6777,0.3425,0.3277,0.7832,0.4289,0.1607,0.7438,2.4443,0.5661,6.7688,0.4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,164.0,8.7,4.0,1214.0
347,-85.179051,35.256231,4,0,5326.0,454.0,2855.0,156.0,2442.0,217.0,676.0,269.0,42.0,39.0,26230.0,3578.0,431.0,152.0,1094.0,164.0,1097.0,265.0,1097.0,296.0,217.0,124.0,186.0,620.0,19.0,68.0,16.0,29.0,575.0,198.0,47.0,43.0,141.0,111.0,0.0,17.0,12.9,5.2,1.7,1.6,26230.0,3578.0,10.9,3.8,20.5,3.4,20.6,4.7,20.6,5.4,8.9,5.0,3.5,11.6,0.4,1.4,0.6,1.0,20.1,6.8,1.9,1.8,5.8,4.3,0.0,0.3,0.4072,0.0615,0.4186,0.381,1.2683,0.2668,0.766,0.3857,0.7654,0.5786,2.4957,0.812,0.1038,0.4774,0.5812,0.2994,0.3479,0.8089,0.5786,0.6203,0.0,2.3557,0.5247,6.7009,0.4158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,181.0,9.2,3.4,5012.0
349,-85.077566,35.20721,5,0,5786.0,620.0,2386.0,115.0,2149.0,163.0,725.0,520.0,143.0,110.0,32459.0,4409.0,538.0,231.0,903.0,107.0,1261.0,333.0,866.0,299.0,58.0,59.0,586.0,832.0,83.0,125.0,31.0,44.0,149.0,108.0,12.0,37.0,46.0,42.0,17.0,8.0,12.5,8.5,4.6,3.4,32459.0,4409.0,12.8,4.9,15.6,2.3,21.8,5.3,15.0,4.8,2.7,2.8,10.1,14.4,1.5,2.2,1.3,1.9,6.2,4.6,0.6,1.7,2.1,1.9,0.3,0.1,0.3916,0.3915,0.2255,0.4531,1.4617,0.3279,0.4376,0.4767,0.4226,0.0762,1.4131,0.1501,0.3729,0.7397,1.1126,0.6129,0.4235,0.5434,0.2886,0.2441,0.5866,2.0862,0.4176,6.0736,0.3118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,224.0,8.3,3.8,2320.0
350,-85.048501,35.058141,7,0,12146.0,796.0,4936.0,174.0,4432.0,287.0,712.0,400.0,296.0,166.0,41644.0,5262.0,670.0,257.0,1968.0,369.0,2983.0,412.0,1018.0,345.0,152.0,88.0,2245.0,1115.0,303.0,289.0,319.0,162.0,46.0,54.0,13.0,29.0,128.0,143.0,22.0,18.0,5.9,3.3,5.0,2.7,41644.0,5262.0,7.8,2.9,16.2,3.0,24.6,3.0,8.4,2.8,3.4,2.0,18.5,9.1,2.7,2.5,6.5,3.3,0.9,1.1,0.3,0.7,2.9,3.2,0.2,0.1,0.1335,0.4388,0.1006,0.2454,0.9183,0.1724,0.4801,0.7121,0.1102,0.12,1.4224,0.1521,0.5617,0.8449,1.4066,0.7606,0.6851,0.3076,0.2239,0.3336,0.5536,2.1038,0.4271,5.8511,0.2772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,371.0,7.4,2.9,9849.0
351,-85.351927,35.152887,5,0,7895.0,494.0,2807.0,70.0,2628.0,125.0,373.0,180.0,91.0,51.0,47025.0,5170.0,145.0,59.0,1022.0,197.0,2362.0,304.0,625.0,146.0,183.0,94.0,477.0,726.0,13.0,68.0,14.0,18.0,49.0,63.0,0.0,24.0,2.0,4.0,33.0,16.0,4.8,2.3,2.5,1.4,47025.0,5170.0,2.8,1.2,12.9,2.7,29.9,3.4,7.9,1.9,7.0,3.6,6.0,9.2,0.2,0.9,0.5,0.7,1.7,2.2,0.0,0.9,0.1,0.1,0.4,0.2,0.1037,0.1339,0.0716,0.0695,0.3787,0.0482,0.296,0.9326,0.0933,0.4262,1.7481,0.3171,0.2043,0.3749,0.5792,0.298,0.3277,0.3774,0.0,0.0292,0.6123,1.3466,0.1525,4.0526,0.0734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,353.0,125.0,4.5,1.5,4324.0
352,-85.375738,35.018704,4,0,6347.0,699.0,2842.0,128.0,2521.0,182.0,1007.0,591.0,79.0,69.0,36403.0,5321.0,424.0,176.0,1214.0,225.0,1388.0,384.0,955.0,227.0,272.0,145.0,937.0,865.0,153.0,136.0,89.0,72.0,99.0,106.0,16.0,30.0,77.0,57.0,22.0,20.0,15.9,8.2,2.4,2.1,36403.0,5321.0,9.5,3.8,19.1,3.2,21.9,5.5,15.0,3.1,10.8,5.7,14.8,13.5,2.6,2.3,3.1,2.5,3.5,3.7,0.6,1.2,3.1,2.3,0.3,0.3,0.5068,0.1237,0.158,0.3082,1.0967,0.22,0.6743,0.4869,0.4226,0.704,2.2878,0.6795,0.4889,0.8382,1.3271,0.7161,0.5516,0.46,0.2886,0.3607,0.5866,2.2475,0.4814,6.9591,0.4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,324.0,11.5,5.0,8631.0
353,-85.290261,35.025017,4,0,2228.0,385.0,979.0,65.0,792.0,85.0,880.0,306.0,72.0,45.0,16043.0,3981.0,412.0,153.0,311.0,85.0,558.0,215.0,552.0,177.0,52.0,42.0,1712.0,419.0,232.0,161.0,62.0,44.0,0.0,12.0,0.0,17.0,118.0,62.0,58.0,66.0,40.0,10.8,7.9,4.7,16043.0,3981.0,27.6,8.9,14.0,4.3,25.0,8.6,24.8,7.7,6.6,5.3,76.8,13.3,11.3,7.6,6.3,4.6,0.0,3.5,0.0,2.1,14.9,7.3,2.6,2.9,0.9424,0.716,0.9102,0.9514,3.52,0.9375,0.3527,0.7384,0.9189,0.3931,2.4031,0.7546,0.9029,0.9798,1.8827,0.9906,0.6743,0.0,0.0,0.8983,0.8112,2.3838,0.5397,10.1896,0.913,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,577.0,216.0,25.9,7.0,3768.0
354,-85.247167,35.072015,5,0,4999.0,508.0,2171.0,85.0,1868.0,123.0,1367.0,416.0,280.0,143.0,18722.0,2188.0,597.0,198.0,708.0,108.0,1211.0,379.0,977.0,221.0,286.0,104.0,3321.0,581.0,6.0,47.0,61.0,43.0,119.0,55.0,38.0,43.0,273.0,93.0,5.0,5.0,27.3,6.8,12.6,6.0,18722.0,2188.0,17.0,4.9,14.2,2.3,24.2,7.2,19.5,4.6,15.3,5.5,66.4,9.5,0.1,1.0,2.8,2.0,5.5,2.5,2.0,2.3,14.6,4.9,0.1,0.1,0.8266,0.9026,0.8352,0.6575,3.2219,0.8744,0.3621,0.6864,0.7093,0.8537,2.6115,0.8607,0.8766,0.3425,1.2191,0.6581,0.5408,0.5298,0.5974,0.8922,0.5111,3.0713,0.8095,10.1238,0.9096,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,484.0,181.0,9.7,3.4,10486.0
356,-85.301883,35.06012,4,0,3427.0,314.0,1854.0,62.0,1604.0,109.0,278.0,136.0,112.0,106.0,51583.0,8342.0,171.0,83.0,495.0,80.0,679.0,146.0,222.0,86.0,69.0,35.0,220.0,454.0,0.0,48.0,197.0,56.0,0.0,12.0,13.0,16.0,32.0,39.0,15.0,7.0,8.1,3.8,5.5,5.1,51583.0,8342.0,6.8,3.2,14.4,2.3,19.8,3.9,6.5,2.5,4.3,2.2,6.4,13.3,0.0,1.5,10.6,3.0,0.0,1.9,0.8,1.0,2.0,2.4,0.4,0.2,0.206,0.4929,0.05,0.2077,0.9566,0.1819,0.3709,0.3189,0.0433,0.1908,0.9239,0.0419,0.2239,0.0,0.2239,0.1342,0.7647,0.0,0.3574,0.2292,0.6123,1.9636,0.3532,4.068,0.0768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,60.0,2.9,1.7,2689.0
357,-85.049322,35.04923,4,0,7484.0,514.0,2260.0,140.0,2046.0,154.0,392.0,158.0,136.0,71.0,30145.0,3045.0,275.0,114.0,1173.0,201.0,1320.0,281.0,625.0,155.0,46.0,35.0,1575.0,709.0,67.0,76.0,28.0,32.0,64.0,53.0,0.0,24.0,15.0,18.0,1636.0,299.0,6.7,2.7,3.3,1.8,30145.0,3045.0,6.8,2.7,15.7,2.6,17.6,3.6,8.4,2.1,2.2,1.7,21.0,9.4,0.9,1.1,1.2,1.4,2.8,2.3,0.0,1.2,0.7,0.9,21.9,3.7,0.1606,0.2515,0.2829,0.2077,0.9027,0.1697,0.4471,0.1719,0.1102,0.06,0.7892,0.0311,0.6001,0.646,1.2461,0.6709,0.4167,0.437,0.0,0.0658,0.971,1.8905,0.322,4.8285,0.1427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,409.0,176.0,5.5,2.3,5659.0
358,-85.054522,35.18787,4,0,4164.0,396.0,1543.0,29.0,1388.0,87.0,176.0,135.0,97.0,56.0,29560.0,5782.0,243.0,107.0,734.0,106.0,1074.0,239.0,505.0,200.0,77.0,62.0,120.0,559.0,0.0,48.0,0.0,17.0,107.0,80.0,23.0,25.0,0.0,12.0,69.0,22.0,4.3,3.2,4.6,2.6,29560.0,5782.0,8.6,3.7,17.6,3.0,25.8,5.2,12.3,4.7,5.5,4.5,2.9,13.4,0.0,1.2,0.0,1.1,6.9,5.2,1.7,1.9,0.0,2.5,1.7,0.5,0.0901,0.3915,0.3005,0.2771,1.0592,0.2037,0.5786,0.7782,0.2677,0.298,1.9225,0.4158,0.0789,0.0,0.0789,0.0587,0.0,0.5617,0.5448,0.0,0.7586,1.8651,0.3119,4.9257,0.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,71.0,2.5,1.7,1245.0
359,-85.083734,35.305308,6,0,4355.0,437.0,1906.0,83.0,1670.0,130.0,561.0,279.0,170.0,76.0,29006.0,3472.0,456.0,190.0,941.0,129.0,829.0,205.0,586.0,172.0,82.0,60.0,60.0,615.0,0.0,48.0,0.0,17.0,480.0,126.0,0.0,17.0,88.0,48.0,0.0,12.0,12.9,6.2,8.2,3.5,29006.0,3472.0,14.3,5.8,21.6,3.0,19.0,4.3,13.5,3.8,4.9,3.6,1.4,14.1,0.0,1.1,0.0,0.9,25.2,6.6,0.0,1.0,5.3,2.8,0.0,0.3,0.4072,0.737,0.316,0.5192,1.9794,0.4936,0.8307,0.2569,0.3462,0.2475,1.6813,0.2765,0.0216,0.0,0.0216,0.0155,0.0,0.8889,0.0,0.5844,0.0,1.4733,0.1925,5.1556,0.1807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,208.0,10.6,4.9,2452.0
360,-85.135443,35.323035,3,0,3764.0,293.0,1576.0,41.0,1420.0,100.0,485.0,382.0,116.0,74.0,42164.0,8098.0,202.0,74.0,879.0,155.0,861.0,166.0,480.0,148.0,54.0,43.0,179.0,425.0,6.0,47.0,0.0,17.0,185.0,62.0,80.0,54.0,59.0,52.0,0.0,12.0,12.9,9.9,6.9,4.1,42164.0,8098.0,7.4,2.7,23.4,3.7,22.9,4.0,12.8,4.1,3.8,3.0,4.8,11.3,0.2,1.4,0.0,1.1,11.7,4.0,5.6,3.8,4.2,3.6,0.0,0.3,0.4072,0.6376,0.0959,0.2293,1.37,0.3001,0.9036,0.5914,0.2975,0.151,1.9435,0.4327,0.1537,0.3749,0.5286,0.2731,0.0,0.6585,0.9305,0.4847,0.0,2.0737,0.4115,5.9158,0.286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,215.0,129.0,5.7,3.4,1080.0
361,-85.085056,35.399812,6,0,4355.0,437.0,1906.0,83.0,1670.0,130.0,561.0,279.0,170.0,76.0,29006.0,3472.0,456.0,190.0,941.0,129.0,829.0,205.0,586.0,172.0,82.0,60.0,60.0,615.0,0.0,48.0,0.0,17.0,480.0,126.0,0.0,17.0,88.0,48.0,0.0,12.0,12.9,6.2,8.2,3.5,29006.0,3472.0,14.3,5.8,21.6,3.0,19.0,4.3,13.5,3.8,4.9,3.6,1.4,14.1,0.0,1.1,0.0,0.9,25.2,6.6,0.0,1.0,5.3,2.8,0.0,0.3,0.4072,0.737,0.316,0.5192,1.9794,0.4936,0.8307,0.2569,0.3462,0.2475,1.6813,0.2765,0.0216,0.0,0.0216,0.0155,0.0,0.8889,0.0,0.5844,0.0,1.4733,0.1925,5.1556,0.1807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,208.0,10.6,4.9,2452.0
363,-85.243404,35.02969,4,0,2617.0,353.0,1338.0,65.0,1127.0,115.0,545.0,221.0,136.0,105.0,26391.0,6710.0,104.0,62.0,216.0,96.0,589.0,173.0,219.0,87.0,200.0,114.0,1589.0,441.0,0.0,48.0,85.0,52.0,0.0,12.0,41.0,51.0,159.0,83.0,33.0,37.0,20.9,8.2,8.7,6.6,26391.0,6710.0,6.3,3.7,8.3,4.1,22.5,5.9,8.4,3.3,17.7,10.0,60.7,14.7,0.0,1.9,6.4,3.9,0.0,2.6,3.6,4.5,14.1,7.0,1.3,1.4,0.6816,0.7681,0.4119,0.1929,2.0545,0.5105,0.1092,0.5516,0.1102,0.9002,1.6712,0.2725,0.8503,0.0,0.8503,0.4423,0.6784,0.0,0.8146,0.8841,0.7256,3.1027,0.8203,7.6787,0.5829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,277.0,130.0,10.6,5.4,4620.0
364,-85.278908,35.005843,4,0,4957.0,720.0,2204.0,99.0,1835.0,168.0,2053.0,680.0,364.0,133.0,19394.0,5855.0,888.0,215.0,436.0,131.0,1585.0,527.0,701.0,179.0,285.0,101.0,3305.0,786.0,113.0,89.0,290.0,112.0,0.0,12.0,174.0,105.0,464.0,144.0,5.0,13.0,41.5,9.7,16.7,5.5,19394.0,5855.0,32.3,6.6,8.8,3.2,32.0,9.6,14.2,3.9,15.5,5.4,66.7,12.6,2.5,2.0,13.2,5.1,0.0,1.6,9.5,5.7,25.3,6.7,0.1,0.3,0.9505,0.9567,0.8069,0.9831,3.6972,0.9661,0.12,0.9589,0.3834,0.8618,2.3241,0.6998,0.8773,0.8334,1.7107,0.9096,0.8071,0.0,0.9906,0.9634,0.5111,3.2722,0.8685,11.0042,0.9681,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,833.0,232.0,16.8,4.1,5529.0
365,-85.333506,35.050134,6,0,1923.0,227.0,1247.0,55.0,1068.0,102.0,234.0,77.0,64.0,45.0,39822.0,6710.0,68.0,46.0,273.0,122.0,171.0,80.0,129.0,55.0,36.0,25.0,154.0,323.0,16.0,46.0,427.0,89.0,16.0,25.0,4.0,13.0,5.0,8.0,116.0,77.0,12.8,4.4,4.8,3.3,39822.0,6710.0,4.6,2.8,14.2,6.2,8.9,4.0,7.2,3.0,3.4,2.4,8.0,16.8,0.9,2.5,34.2,7.0,1.3,2.0,0.4,1.3,0.5,0.7,6.0,3.9,0.4051,0.4111,0.1161,0.1322,1.0645,0.2098,0.3621,0.0243,0.0717,0.12,0.5781,0.0189,0.2913,0.646,0.9373,0.4936,0.9535,0.3469,0.2387,0.038,0.9117,2.4888,0.5892,5.0687,0.1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,178.0,105.0,9.9,5.4,6384.0
366,-85.151888,35.289124,2,0,4062.0,348.0,1655.0,99.0,1655.0,99.0,552.0,197.0,103.0,75.0,27476.0,3247.0,404.0,136.0,803.0,210.0,787.0,199.0,821.0,191.0,98.0,70.0,188.0,490.0,31.0,60.0,100.0,63.0,298.0,97.0,33.0,41.0,36.0,28.0,136.0,117.0,14.1,5.1,5.3,4.0,27476.0,3247.0,13.6,4.3,19.8,5.0,19.4,4.6,21.0,5.0,5.9,4.2,4.6,12.1,0.8,1.6,6.0,3.8,18.0,5.5,2.0,2.5,2.2,1.7,3.3,2.9,0.4553,0.4618,0.3673,0.4875,1.7719,0.4229,0.7229,0.2839,0.7776,0.3385,2.1229,0.5605,0.1504,0.6278,0.7782,0.4012,0.6581,0.7656,0.5974,0.2556,0.8463,3.123,0.8271,7.796,0.6039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,160.0,9.5,4.0,3711.0
368,-85.127414,35.340827,6,0,4355.0,437.0,1906.0,83.0,1670.0,130.0,561.0,279.0,170.0,76.0,29006.0,3472.0,456.0,190.0,941.0,129.0,829.0,205.0,586.0,172.0,82.0,60.0,60.0,615.0,0.0,48.0,0.0,17.0,480.0,126.0,0.0,17.0,88.0,48.0,0.0,12.0,12.9,6.2,8.2,3.5,29006.0,3472.0,14.3,5.8,21.6,3.0,19.0,4.3,13.5,3.8,4.9,3.6,1.4,14.1,0.0,1.1,0.0,0.9,25.2,6.6,0.0,1.0,5.3,2.8,0.0,0.3,0.4072,0.737,0.316,0.5192,1.9794,0.4936,0.8307,0.2569,0.3462,0.2475,1.6813,0.2765,0.0216,0.0,0.0216,0.0155,0.0,0.8889,0.0,0.5844,0.0,1.4733,0.1925,5.1556,0.1807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,208.0,10.6,4.9,2452.0
369,-85.135441,35.340794,6,0,3764.0,293.0,1576.0,41.0,1420.0,100.0,485.0,382.0,116.0,74.0,42164.0,8098.0,202.0,74.0,879.0,155.0,861.0,166.0,480.0,148.0,54.0,43.0,179.0,425.0,6.0,47.0,0.0,17.0,185.0,62.0,80.0,54.0,59.0,52.0,0.0,12.0,12.9,9.9,6.9,4.1,42164.0,8098.0,7.4,2.7,23.4,3.7,22.9,4.0,12.8,4.1,3.8,3.0,4.8,11.3,0.2,1.4,0.0,1.1,11.7,4.0,5.6,3.8,4.2,3.6,0.0,0.3,0.4072,0.6376,0.0959,0.2293,1.37,0.3001,0.9036,0.5914,0.2975,0.151,1.9435,0.4327,0.1537,0.3749,0.5286,0.2731,0.0,0.6585,0.9305,0.4847,0.0,2.0737,0.4115,5.9158,0.286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,215.0,129.0,5.7,3.4,1080.0
370,-84.987741,35.276757,6,0,4021.0,352.0,1723.0,61.0,1499.0,101.0,369.0,173.0,73.0,50.0,29352.0,3690.0,496.0,135.0,754.0,96.0,767.0,191.0,715.0,174.0,140.0,71.0,337.0,479.0,8.0,48.0,9.0,19.0,324.0,100.0,17.0,20.0,23.0,22.0,59.0,25.0,9.3,4.2,3.9,2.5,29352.0,3690.0,16.4,4.2,18.8,2.7,19.1,4.4,18.0,4.2,9.3,4.7,8.4,11.9,0.2,1.2,0.5,1.1,18.8,5.7,1.1,1.4,1.5,1.4,1.5,0.6,0.2554,0.3212,0.3065,0.6244,1.5075,0.3435,0.6561,0.261,0.6173,0.6049,2.1393,0.5761,0.3028,0.3749,0.6777,0.3425,0.3277,0.7832,0.4289,0.1607,0.7438,2.4443,0.5661,6.7688,0.4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,164.0,8.7,4.0,1214.0
371,-84.970321,35.269765,6,0,4164.0,396.0,1543.0,29.0,1388.0,87.0,176.0,135.0,97.0,56.0,29560.0,5782.0,243.0,107.0,734.0,106.0,1074.0,239.0,505.0,200.0,77.0,62.0,120.0,559.0,0.0,48.0,0.0,17.0,107.0,80.0,23.0,25.0,0.0,12.0,69.0,22.0,4.3,3.2,4.6,2.6,29560.0,5782.0,8.6,3.7,17.6,3.0,25.8,5.2,12.3,4.7,5.5,4.5,2.9,13.4,0.0,1.2,0.0,1.1,6.9,5.2,1.7,1.9,0.0,2.5,1.7,0.5,0.0901,0.3915,0.3005,0.2771,1.0592,0.2037,0.5786,0.7782,0.2677,0.298,1.9225,0.4158,0.0789,0.0,0.0789,0.0587,0.0,0.5617,0.5448,0.0,0.7586,1.8651,0.3119,4.9257,0.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,71.0,2.5,1.7,1245.0
372,-85.1491,35.275183,3,0,4062.0,348.0,1655.0,99.0,1655.0,99.0,552.0,197.0,103.0,75.0,27476.0,3247.0,404.0,136.0,803.0,210.0,787.0,199.0,821.0,191.0,98.0,70.0,188.0,490.0,31.0,60.0,100.0,63.0,298.0,97.0,33.0,41.0,36.0,28.0,136.0,117.0,14.1,5.1,5.3,4.0,27476.0,3247.0,13.6,4.3,19.8,5.0,19.4,4.6,21.0,5.0,5.9,4.2,4.6,12.1,0.8,1.6,6.0,3.8,18.0,5.5,2.0,2.5,2.2,1.7,3.3,2.9,0.4553,0.4618,0.3673,0.4875,1.7719,0.4229,0.7229,0.2839,0.7776,0.3385,2.1229,0.5605,0.1504,0.6278,0.7782,0.4012,0.6581,0.7656,0.5974,0.2556,0.8463,3.123,0.8271,7.796,0.6039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,160.0,9.5,4.0,3711.0
