STN_NUMBER,LONGITUDE,LATITUDE,POV_percentile,UNEMP_percentile,PCI_percentile,NOHSDP_percentile,AGE65_percentile,AGE17_percentile,DISABL_percentile,SNGPNT_percentile,MINRTY_percentile,LIMENG_percentile,MUNIT_percentile,MOBILE_percentile,CROWD_percentile,NOVEH_percentile,GROUPQ_percentile,POV_0.9,UNEMP_0.9,PCI_0.9,NOHSDP_0.9,AGE65_0.9,AGE17_0.9,DISABL_0.9,SNGPNT_0.9,MINRTY_0.9,LIMENG_0.9,MUNIT_0.9,MOBILE_0.9,CROWD_0.9,NOVEH_0.9,GROUPQ_0.9,POV_0.8,UNEMP_0.8,PCI_0.8,NOHSDP_0.8,AGE65_0.8,AGE17_0.8,DISABL_0.8,SNGPNT_0.8,MINRTY_0.8,LIMENG_0.8,MUNIT_0.8,MOBILE_0.8,CROWD_0.8,NOVEH_0.8,GROUPQ_0.8,POV_0.7,UNEMP_0.7,PCI_0.7,NOHSDP_0.7,AGE65_0.7,AGE17_0.7,DISABL_0.7,SNGPNT_0.7,MINRTY_0.7,LIMENG_0.7,MUNIT_0.7,MOBILE_0.7,CROWD_0.7,NOVEH_0.7,GROUPQ_0.7,POV_0.6,UNEMP_0.6,PCI_0.6,NOHSDP_0.6,AGE65_0.6,AGE17_0.6,DISABL_0.6,SNGPNT_0.6,MINRTY_0.6,LIMENG_0.6,MUNIT_0.6,MOBILE_0.6,CROWD_0.6,NOVEH_0.6,GROUPQ_0.6,POV_quartile,UNEMP_quartile,PCI_quartile,NOHSDP_quartile,AGE65_quartile,AGE17_quartile,DISABL_quartile,SNGPNT_quartile,MINRTY_quartile,LIMENG_quartile,MUNIT_quartile,MOBILE_quartile,CROWD_quartile,NOVEH_quartile,GROUPQ_quartile
251,-85.064306,35.092949,0.1335,0.4388,0.1006,0.2454,0.4801,0.7121,0.1102,0.12,0.5617,0.8449,0.6851,0.3076,0.2239,0.3336,0.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,2,3,2,1,0,1,2
252,-85.113226,35.248273,0.0901,0.7437,0.1506,0.4187,0.7964,0.1666,0.4151,0.205,0.3028,0.4255,0.0,0.6958,0.0,0.1478,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,3,0,1,0,1,1,0,2,0,0,0
254,-85.213129,35.208486,0.4553,0.4618,0.3673,0.4875,0.7229,0.2839,0.7776,0.3385,0.1504,0.6278,0.6581,0.7656,0.5974,0.2556,0.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,3,1,0,2,2,3,2,1,3
255,-85.310752,35.158852,0.1037,0.1339,0.0716,0.0695,0.296,0.9326,0.0933,0.4262,0.2043,0.3749,0.3277,0.3774,0.0,0.0292,0.6123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,1,1,1,0,0,2
256,-85.077071,35.39504,0.4072,0.737,0.316,0.5192,0.8307,0.2569,0.3462,0.2475,0.0216,0.0,0.0,0.8889,0.0,0.5844,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,2,3,1,1,0,0,0,0,3,0,2,0
258,-85.348051,35.02093,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
260,-85.312179,35.032709,0.6436,0.1799,0.0878,0.4801,0.3709,0.0533,0.4767,0.2475,0.764,0.8334,0.938,0.0,0.557,0.9532,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,1,0,1,0,3,3,3,0,2,3,0
261,-85.306178,35.03039,0.6436,0.1799,0.0878,0.4801,0.3709,0.0533,0.4767,0.2475,0.764,0.8334,0.938,0.0,0.557,0.9532,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,1,0,1,0,3,3,3,0,2,3,0
262,-85.269752,35.034062,0.9675,0.8959,0.8791,0.851,0.0904,0.8449,0.5213,0.4835,0.8827,0.9454,0.3479,0.0,0.884,0.8942,0.7438,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,3,3,3,3,0,3,2,1,3,3,1,0,3,3,2
263,-85.270984,35.031541,0.9675,0.8959,0.8791,0.851,0.0904,0.8449,0.5213,0.4835,0.8827,0.9454,0.3479,0.0,0.884,0.8942,0.7438,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,3,3,3,3,0,3,2,1,3,3,1,0,3,3,2
264,-85.143805,35.038086,0.2141,0.3212,0.2282,0.12,0.8577,0.2299,0.3191,0.1585,0.6069,0.4774,0.8301,0.2683,0.0,0.8407,0.7923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,3,0,1,0,2,1,3,1,0,3,3
265,-85.21238,35.086602,0.3537,0.6849,0.3383,0.4187,0.381,0.3493,0.3935,0.323,0.7889,0.5941,0.8018,0.0,0.2886,0.5844,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,0,1,2,2
266,-85.211076,35.150595,0.1037,0.0385,0.1891,0.1989,0.9171,0.3581,0.7275,0.3931,0.4579,0.4774,0.7674,0.3774,0.4073,0.6861,0.7862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,3,1,2,1,1,1,3,1,1,2,3
267,-85.320512,35.03966,0.9966,0.9919,0.9838,0.9845,0.3763,0.9393,0.9628,0.9299,0.9278,0.4774,0.9872,0.0,0.0,0.9993,0.0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,3,3,3,3,1,3,3,3,3,1,3,0,0,3,0
268,-85.32262,35.059902,0.4051,0.4111,0.1161,0.1322,0.3621,0.0243,0.0717,0.12,0.2913,0.646,0.9535,0.3469,0.2387,0.038,0.9117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,2,3,1,0,0,3
269,-85.300636,35.052049,0.9539,0.5727,0.9007,0.2454,0.0142,0.0115,0.0757,0.0182,0.6204,0.5185,0.9643,0.0,0.2616,0.9003,0.9912,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,3,2,3,0,0,0,0,0,2,2,3,0,1,3,3
270,-85.275445,35.051692,0.8814,0.9932,0.9615,0.94,0.4262,0.4713,0.8999,0.9393,0.9481,0.0,0.5482,0.2331,0.0,0.9688,0.7923,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,3,3,3,3,1,1,3,3,3,0,2,0,0,3,3
271,-85.171965,35.098128,0.3537,0.6849,0.3383,0.4187,0.381,0.3493,0.3935,0.323,0.7889,0.5941,0.8018,0.0,0.2886,0.5844,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,0,1,2,2
272,-85.238456,35.194576,0.0901,0.8005,0.1607,0.1848,0.53,0.4633,0.2272,0.2556,0.3783,0.6628,0.3864,0.4255,0.4073,0.0515,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,1,0,1,1,2,1,1,1,0,0
273,-85.21493,35.215663,0.4553,0.4618,0.3673,0.4875,0.7229,0.2839,0.7776,0.3385,0.1504,0.6278,0.6581,0.7656,0.5974,0.2556,0.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,3,1,0,2,2,3,2,1,3
274,-85.353372,34.992346,0.04,0.0696,0.0088,0.0162,0.8753,0.8227,0.0784,0.1463,0.1362,0.3749,0.3088,0.0,0.0,0.0658,0.6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,1,0,0,0,2
275,-85.305144,35.027626,0.6436,0.1799,0.0878,0.4801,0.3709,0.0533,0.4767,0.2475,0.764,0.8334,0.938,0.0,0.557,0.9532,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,1,0,1,0,3,3,3,0,2,3,0
276,-85.297501,35.029745,0.9424,0.716,0.9102,0.9514,0.3527,0.7384,0.9189,0.3931,0.9029,0.9798,0.6743,0.0,0.0,0.8983,0.8112,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,3,2,3,3,1,2,3,1,3,3,2,0,0,3,3
278,-85.318628,35.054451,0.9966,0.9919,0.9838,0.9845,0.3763,0.9393,0.9628,0.9299,0.9278,0.4774,0.9872,0.0,0.0,0.9993,0.0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,3,3,3,3,1,3,3,3,3,1,3,0,0,3,0
279,-85.319026,35.08418,0.5901,0.1521,0.4193,0.5105,0.3223,0.1416,0.5112,0.559,0.4889,0.8449,0.7782,0.2331,0.4289,0.4936,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,2,1,0,2,2,1,3,3,0,1,1,0
280,-85.209075,35.081732,0.7453,0.0852,0.7259,0.4531,0.8119,0.6163,0.9473,0.8004,0.9272,0.4774,0.4167,0.2514,0.3304,0.802,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,2,0,2,1,3,2,3,3,3,1,1,1,1,3,0
281,-85.217901,34.999474,0.8598,0.313,0.5807,0.6844,0.4134,0.6379,0.4476,0.29,0.7006,0.7606,0.8307,0.0,0.9056,0.7227,0.7862,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,3,1,2,2,1,2,1,1,2,3,3,0,3,2,3
282,-85.233166,35.003862,0.4553,0.3509,0.5179,0.561,0.6318,0.793,0.336,0.497,0.6804,0.857,0.8078,0.2331,0.7815,0.3736,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,2,2,2,3,1,1,2,3,3,0,3,1,2
283,-85.244851,35.007427,0.4553,0.3509,0.5179,0.561,0.6318,0.793,0.336,0.497,0.6804,0.857,0.8078,0.2331,0.7815,0.3736,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,2,2,2,3,1,1,2,3,3,0,3,1,2
284,-85.362745,35.042535,0.5068,0.1237,0.158,0.3082,0.6743,0.4869,0.4226,0.704,0.4889,0.8382,0.5516,0.46,0.2886,0.3607,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,1,1,2,1,3,2,1,1,1,2
285,-85.316314,35.097399,0.5901,0.1521,0.4193,0.5105,0.3223,0.1416,0.5112,0.559,0.4889,0.8449,0.7782,0.2331,0.4289,0.4936,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,2,1,0,2,2,1,3,3,0,1,1,0
286,-85.316997,35.118419,0.3462,0.0615,0.183,0.2569,0.9865,0.0627,0.691,0.205,0.5893,0.7134,0.9494,0.0,0.3844,0.7953,0.9339,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,3,0,2,0,2,2,3,0,1,3,3
288,-85.34639,35.130292,0.0224,0.4111,0.0702,0.0297,0.9845,0.6669,0.1785,0.1463,0.031,0.4255,0.7316,0.0,0.0,0.541,0.8463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,3,2,0,0,0,1,2,0,0,2,3
289,-85.240231,35.107841,0.7168,0.4618,0.2917,0.2637,0.7424,0.2387,0.6471,0.648,0.6365,0.0,0.7512,0.3076,0.4511,0.4332,0.7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,2,1,1,1,2,0,2,2,2,0,3,1,1,1,2
290,-85.257982,35.12244,0.7168,0.4618,0.2917,0.2637,0.7424,0.2387,0.6471,0.648,0.6365,0.0,0.7512,0.3076,0.4511,0.4332,0.7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,2,1,1,1,2,0,2,2,2,0,3,1,1,1,2
291,-85.232046,35.124693,0.0799,0.6376,0.079,0.0904,0.9757,0.4026,0.3516,0.0843,0.3621,0.3425,0.8341,0.437,0.0,0.6759,0.6669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,3,1,1,0,1,1,3,1,0,2,2
292,-85.257694,35.141359,0.7168,0.4618,0.2917,0.2637,0.7424,0.2387,0.6471,0.648,0.6365,0.0,0.7512,0.3076,0.4511,0.4332,0.7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,2,1,1,1,2,0,2,2,2,0,3,1,1,1,2
293,-85.243738,35.142188,0.1037,0.0385,0.1891,0.1989,0.9171,0.3581,0.7275,0.3931,0.4579,0.4774,0.7674,0.3774,0.4073,0.6861,0.7862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,3,1,2,1,1,1,3,1,1,2,3
294,-85.209242,35.09492,0.3537,0.6849,0.3383,0.4187,0.381,0.3493,0.3935,0.323,0.7889,0.5941,0.8018,0.0,0.2886,0.5844,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,0,1,2,2
295,-85.190792,35.089592,0.3537,0.6849,0.3383,0.4187,0.381,0.3493,0.3935,0.323,0.7889,0.5941,0.8018,0.0,0.2886,0.5844,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,1,3,2,3,0,1,2,2
296,-85.187129,35.079463,0.2256,0.5355,0.5665,0.1875,0.6743,0.1591,0.2535,0.3082,0.8874,0.0,0.6925,0.2879,0.2239,0.4203,0.6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,2,0,2,0,1,1,3,0,2,1,0,1,2
298,-85.347764,35.004576,0.04,0.0696,0.0088,0.0162,0.8753,0.8227,0.0784,0.1463,0.1362,0.3749,0.3088,0.0,0.0,0.0658,0.6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,1,0,0,0,2
299,-85.059437,35.028593,0.1606,0.2515,0.2829,0.2077,0.4471,0.1719,0.1102,0.06,0.6001,0.646,0.4167,0.437,0.0,0.0658,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,2,1,1,0,0,3
300,-85.019446,35.036573,0.2947,0.3597,0.2944,0.3257,0.4801,0.6554,0.6281,0.5536,0.6096,0.5604,0.0,0.6186,0.2886,0.1783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,0,2,1,0,0
301,-85.035379,35.072019,0.2947,0.3597,0.2944,0.3257,0.4801,0.6554,0.6281,0.5536,0.6096,0.5604,0.0,0.6186,0.2886,0.1783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,0,2,1,0,0
302,-85.00829,35.080732,0.2947,0.3597,0.2944,0.3257,0.4801,0.6554,0.6281,0.5536,0.6096,0.5604,0.0,0.6186,0.2886,0.1783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,0,2,1,0,0
303,-85.065048,35.231821,0.0901,0.3915,0.3005,0.2771,0.5786,0.7782,0.2677,0.298,0.0789,0.0,0.0,0.5617,0.5448,0.0,0.7586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,3,1,1,0,0,0,2,2,0,3
304,-85.123706,35.230483,0.0901,0.7437,0.1506,0.4187,0.7964,0.1666,0.4151,0.205,0.3028,0.4255,0.0,0.6958,0.0,0.1478,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,3,0,1,0,1,1,0,2,0,0,0
305,-85.128212,35.223911,0.1416,0.1122,0.2573,0.0829,0.3574,0.4869,0.192,0.2212,0.1436,0.0,0.3965,0.6382,0.2131,0.2651,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,1,0
306,-85.177091,35.220384,0.4553,0.4618,0.3673,0.4875,0.7229,0.2839,0.7776,0.3385,0.1504,0.6278,0.6581,0.7656,0.5974,0.2556,0.8463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,2,1,3,1,0,2,2,3,2,1,3
307,-85.221461,35.215416,0.1775,0.8059,0.2384,0.4875,0.5233,0.6811,0.6349,0.2144,0.0877,0.646,0.0,0.498,0.3304,0.6068,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3,0,1,2,2,2,0,0,2,0,1,1,2,0
309,-85.271044,35.151436,0.5684,0.785,0.1938,0.4599,0.8307,0.2569,0.5172,0.2623,0.5893,0.8254,0.6784,0.5799,0.2616,0.6969,0.6939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,2,3,0,1,3,1,2,1,2,3,2,2,1,2,2
310,-85.301662,35.091249,0.6673,0.6464,0.5145,0.1288,0.2428,0.3297,0.142,0.6049,0.5266,0.0,0.8732,0.0,0.2886,0.4936,0.6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,2,0,0,1,0,2,2,0,3,0,1,1,2
311,-85.236677,35.081022,0.8266,0.9026,0.8352,0.6575,0.3621,0.6864,0.7093,0.8537,0.8766,0.3425,0.5408,0.5298,0.5974,0.8922,0.5111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,3,3,3,2,1,2,2,3,3,1,2,2,2,3,2
312,-85.230165,35.059274,0.7453,0.0852,0.7259,0.4531,0.8119,0.6163,0.9473,0.8004,0.9272,0.4774,0.4167,0.2514,0.3304,0.802,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,2,0,2,1,3,2,3,3,3,1,1,1,1,3,0
